RECORD,RECORDID,DATE,TIME,LAT,LONG,EW,SACT,SPEED,SDIR,CLD,PREC,WSPEED,WDIR,ATMP,APRS,SSTE,STMP,SAL,DEPTH,OBS,CSMETH,MONTH,SEASN,LONG360,LATCELL,LONGECELL,,
9682,85017020,19/09/1985,16:30,-40.817,173.700,E,1,,,,,,,,,,,,,JENK,F,9,spring,173.700,-40.5,173.5,,
9683,85017021,19/09/1985,16:45,-40.767,173.767,E,1,,,,,,,,,,,,,JENK,F,9,spring,173.767,-40.5,173.5,,
9684,85017022,19/09/1985,17:30,-40.667,173.917,E,1,,,,,,,,,,,,,JENK,F,9,spring,173.917,-40.5,173.5,,
9685,85017023,19/09/1985,17:45,-40.633,173.967,E,1,,,,,,,,,,,,,JENK,F,9,spring,173.967,-40.5,173.5,,
9686,85017024,19/09/1985,18:00,-40.633,174.033,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.033,-40.5,174.5,,
9687,85018001,21/09/1985,7:00,-42.133,174.150,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.150,-42.5,174.5,,
9688,85018002,21/09/1985,7:15,-42.083,174.183,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.183,-42.5,174.5,,
9689,85018003,21/09/1985,8:00,-41.983,174.267,E,1,13.0,28,1,0,3,45,11.0,1031,3,,,,JENK,F,9,spring,174.267,-41.5,174.5,,
9690,85018004,21/09/1985,8:15,-41.933,174.317,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.317,-41.5,174.5,,
9691,85018005,21/09/1985,8:30,-41.883,174.350,E,1,13.0,8,,,,,,,,,,,JENK,F,9,spring,174.350,-41.5,174.5,,
9692,85018006,21/09/1985,8:45,-41.833,174.367,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.367,-41.5,174.5,,
9693,85018007,21/09/1985,9:00,-41.783,174.383,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.383,-41.5,174.5,,
9694,85018008,21/09/1985,9:15,-41.733,174.383,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.383,-41.5,174.5,,
9695,85018009,21/09/1985,9:30,-41.667,174.383,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.383,-41.5,174.5,,
9696,85018010,21/09/1985,9:45,-41.617,174.383,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.383,-41.5,174.5,,
9697,85018011,21/09/1985,10:00,-41.567,174.400,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.400,-41.5,174.5,,
9698,85018012,21/09/1985,10:30,-41.450,174.417,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.417,-41.5,174.5,,
9699,85018013,21/09/1985,10:45,-41.417,174.433,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.433,-41.5,174.5,,
9700,85018014,21/09/1985,11:00,-41.333,174.450,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.450,-41.5,174.5,,
9701,85018015,21/09/1985,11:30,-41.200,174.483,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.483,-41.5,174.5,,
9702,85018016,21/09/1985,12:00,-41.083,174.500,E,1,13.0,339,1,0,3,180,13.0,1031,3,,,,JENK,F,9,spring,174.500,-41.5,174.5,,
9703,85018017,21/09/1985,13:00,-40.850,174.383,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.383,-40.5,174.5,,
9704,85018018,21/09/1985,13:15,-40.783,174.367,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.367,-40.5,174.5,,
9705,85018019,21/09/1985,13:30,-40.733,174.333,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.333,-40.5,174.5,,
9706,85018020,21/09/1985,15:00,-40.417,174.167,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.167,-40.5,174.5,,
9707,85018021,21/09/1985,15:15,-40.350,174.133,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.133,-40.5,174.5,,
9708,85018022,21/09/1985,16:00,-40.200,174.100,E,1,14.0,339,1,0,3,180,12.0,1031,3,,,,JENK,F,9,spring,174.100,-40.5,174.5,,
9709,85018023,21/09/1985,16:15,-40.150,174.067,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.067,-40.5,174.5,,
9710,85018024,21/09/1985,16:30,-40.117,174.050,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.050,-40.5,174.5,,
9711,85018025,21/09/1985,17:00,-40.017,173.983,E,1,,,,,,,,,,,,,JENK,F,9,spring,173.983,-40.5,173.5,,
9712,85018026,21/09/1985,18:00,-39.800,173.867,E,1,,,,,,,,,,,,,JENK,F,9,spring,173.867,-39.5,173.5,,
9713,85018027,22/09/1985,7:00,-37.433,174.183,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.183,-37.5,174.5,,
9714,85018028,22/09/1985,8:00,-37.267,174.233,E,1,10.0,19,1,0,4,68,12.9,1029,3,,,,JENK,F,9,spring,174.233,-37.5,174.5,,
9715,85018029,22/09/1985,8:30,-37.167,174.267,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.267,-37.5,174.5,,
9716,85018030,22/09/1985,8:45,-37.133,174.283,E,1,,,,,,,,,,,,,JENK,F,9,spring,174.283,-37.5,174.5,,
9717,85018031,22/09/1985,9:00,-37.100,174.300,E,8,0.0,,,,,,,,,,,,JENK,F,9,spring,174.300,-37.5,174.5,,
9718,85018032,22/09/1985,9:15,-37.100,174.300,E,8,0.0,,,,,,,,,,,,JENK,F,9,spring,174.300,-37.5,174.5,,
9719,85018033,22/09/1985,10:00,-37.100,174.300,E,8,0.0,,,,,,,,,,,,JENK,F,9,spring,174.300,-37.5,174.5,,
9720,85018034,22/09/1985,10:30,-37.100,174.300,E,8,0.0,,,,,,,,,,,,JENK,F,9,spring,174.300,-37.5,174.5,,
9721,85019001,1/11/1985,7:00,-37.817,178.633,E,1,,,,,,,,,,,,,JENK,F,11,spring,178.633,-37.5,178.5,,
9722,85019002,1/11/1985,8:00,-38.083,178.600,E,1,15.0,185,1,8,4,0,14.0,1019,4,,,,JENK,F,11,spring,178.600,-38.5,178.5,,
9723,85019003,1/11/1985,8:30,-38.183,178.583,E,1,,,,,,,,,,,,,JENK,F,11,spring,178.583,-38.5,178.5,,
9724,85019004,1/11/1985,8:45,-38.267,178.583,E,1,,,,,,,,,,,,,JENK,F,11,spring,178.583,-38.5,178.5,,
9725,85019005,1/11/1985,9:30,-38.450,178.550,E,1,,,,,,,,,,,,,JENK,F,11,spring,178.550,-38.5,178.5,,
9726,85019006,1/11/1985,9:45,-38.517,178.550,E,1,,,,,,,,,,,,,JENK,F,11,spring,178.550,-38.5,178.5,,
9727,85019007,1/11/1985,10:45,-38.750,178.433,E,1,,,,,,,,,,,,,JENK,F,11,spring,178.433,-38.5,178.5,,
9728,85019008,1/11/1985,11:00,-38.833,178.383,E,1,,,,,,,,,,,,,JENK,F,11,spring,178.383,-38.5,178.5,,
9729,85019009,1/11/1985,11:15,-38.883,178.350,E,1,,,,,,,,,,,,,JENK,F,11,spring,178.350,-38.5,178.5,,
9730,85019010,1/11/1985,12:00,-39.067,178.217,E,1,15.0,210,0,0,5,0,15.0,1017,4,,,,JENK,F,11,spring,178.217,-39.5,178.5,,
9731,85019011,1/11/1985,13:30,-39.367,177.933,E,1,,,,,,,,,,,,,JENK,F,11,spring,177.933,-39.5,177.5,,
9732,85019012,1/11/1985,13:45,-39.383,177.867,E,1,,,,,,,,,,,,,JENK,F,11,spring,177.867,-39.5,177.5,,
9733,85019013,1/11/1985,14:00,-39.383,177.767,E,1,,,,,,,,,,,,,JENK,F,11,spring,177.767,-39.5,177.5,,
9734,85019014,1/11/1985,15:00,-39.400,177.433,E,1,,,,,,,,,,,,,JENK,F,11,spring,177.433,-39.5,177.5,,
9735,85019015,1/11/1985,18:00,-39.417,177.000,E,8,0.0,,,,,,,,,,,,JENK,F,11,spring,177.000,-39.5,177.5,,
9736,85019016,1/11/1985,19:00,-39.417,177.000,E,8,0.0,,,,,,,,,,,,JENK,F,11,spring,177.000,-39.5,177.5,,
9737,85019017,1/11/1985,19:30,-39.417,177.000,E,8,0.0,,,,,,,,,,,,JENK,F,11,spring,177.000,-39.5,177.5,,
9738,85020001,3/11/1985,8:40,-39.483,177.083,E,1,,,,,,,,,,,,,JENK,F,11,spring,177.083,-39.5,177.5,,
9739,85020002,3/11/1985,8:50,-39.517,177.117,E,1,,,,,,,,,,,,,JENK,F,11,spring,177.117,-39.5,177.5,,
9740,85020003,3/11/1985,9:00,-39.550,177.150,E,1,,,,,,,,,,,,,JENK,F,11,spring,177.150,-39.5,177.5,,
9741,85020004,3/11/1985,9:30,-39.633,177.200,E,1,,,,,,,,,,,,,JENK,F,11,spring,177.200,-39.5,177.5,,
9742,85020005,3/11/1985,10:00,-39.733,177.233,E,1,,200,,,,,,,,,,,JENK,F,11,spring,177.233,-39.5,177.5,,
9743,85020006,3/11/1985,11:00,-39.917,177.117,E,1,,,,,,,,,,,,,JENK,F,11,spring,177.117,-39.5,177.5,,
9744,85020007,3/11/1985,11:30,-40.017,177.050,E,1,,,,,,,,,,,,,JENK,F,11,spring,177.050,-40.5,177.5,,
9745,85020008,3/11/1985,12:00,-40.117,177.000,E,1,12.0,207,1,0,6,225,13.0,1004,4,,,,JENK,F,11,spring,177.000,-40.5,177.5,,
9746,85020009,3/11/1985,14:40,-40.567,176.700,E,1,,,,,,,,,,,,,JENK,F,11,spring,176.700,-40.5,176.5,,
9747,85020010,3/11/1985,16:00,-40.783,176.550,E,1,12.0,207,1,0,8,203,12.0,1008,4,,,,JENK,F,11,spring,176.550,-40.5,176.5,,
9748,85020011,3/11/1985,16:15,-40.817,176.500,E,1,,,,,,,,,,,,,JENK,F,11,spring,176.500,-40.5,176.5,,
9749,85020012,3/11/1985,18:00,-41.117,176.267,E,1,,,,,,,,,,,,,JENK,F,11,spring,176.267,-41.5,176.5,,
9750,85020013,3/11/1985,18:15,-41.150,176.250,E,1,,,,,,,,,,,,,JENK,F,11,spring,176.250,-41.5,176.5,,
9751,85020014,3/11/1985,19:30,-41.333,176.033,E,1,,,,,,,,,,,,,JENK,F,11,spring,176.033,-41.5,176.5,,
9752,85020015,3/11/1985,19:45,-41.383,175.983,E,1,,,,,,,,,,,,,JENK,F,11,spring,175.983,-41.5,175.5,,
9753,85021001,13/11/1985,17:00,-41.417,174.667,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.667,-41.5,174.5,,
9754,85021002,13/11/1985,18:00,-41.183,174.533,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.533,-41.5,174.5,,
9755,85021003,13/11/1985,18:30,-41.067,174.500,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.500,-41.5,174.5,,
9756,85021004,13/11/1985,19:15,-40.883,174.433,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.433,-40.5,174.5,,
9757,85021005,13/11/1985,19:30,-40.833,174.400,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.400,-40.5,174.5,,
9758,85022001,15/11/1985,12:00,-38.983,174.017,E,1,15.0,344,0,0,4,0,18.0,1033,3,,,,JENK,F,11,spring,174.017,-38.5,174.5,,
9759,85022002,15/11/1985,13:00,-38.750,173.933,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.933,-38.5,173.5,,
9760,85022003,15/11/1985,13:15,-38.683,173.917,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.917,-38.5,173.5,,
9761,85022004,15/11/1985,13:30,-38.633,173.900,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.900,-38.5,173.5,,
9762,85022005,15/11/1985,13:45,-38.567,173.867,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.867,-38.5,173.5,,
9763,85022006,15/11/1985,15:00,-38.267,173.800,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.800,-38.5,173.5,,
9764,85022007,15/11/1985,15:30,-38.133,173.733,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.733,-38.5,173.5,,
9765,85022008,15/11/1985,16:00,-38.017,173.717,E,1,15.0,344,0,0,4,0,17.0,1032,3,,,,JENK,F,11,spring,173.717,-38.5,173.5,,
9766,85022009,15/11/1985,16:15,-37.950,173.667,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.667,-37.5,173.5,,
9767,85022010,15/11/1985,16:30,-37.883,173.650,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.650,-37.5,173.5,,
9768,85022011,15/11/1985,18:15,-37.467,173.500,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.500,-37.5,173.5,,
9769,85022012,15/11/1985,18:30,-37.400,173.467,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.467,-37.5,173.5,,
9770,85022013,15/11/1985,19:30,-37.150,173.383,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.383,-37.5,173.5,,
9771,85022014,15/11/1985,20:00,-37.033,173.350,E,1,15.0,344,0,0,3,0,16.5,1032,3,,,,JENK,F,11,spring,173.350,-37.5,173.5,,
9772,85022015,16/11/1985,7:30,-34.350,172.667,E,1,,,,,,,,,,,,,JENK,F,11,spring,172.667,-34.5,172.5,,
9773,85022016,16/11/1985,8:00,-34.350,172.867,E,1,15.0,87,1,0,4,45,16.5,1030,4,,,,JENK,F,11,spring,172.867,-34.5,172.5,,
9774,85022017,16/11/1985,8:30,-34.350,172.950,E,1,,,,,,,,,,,,,JENK,F,11,spring,172.950,-34.5,172.5,,
9775,85022018,16/11/1985,8:45,-34.350,173.033,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.033,-34.5,173.5,,
9776,85022019,16/11/1985,9:00,-34.350,173.083,E,1,,126,,,,,,,,,,,JENK,F,11,spring,173.083,-34.5,173.5,,
9777,85022020,16/11/1985,9:15,-34.383,173.150,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.150,-34.5,173.5,,
9778,85022021,16/11/1985,10:30,-34.583,173.467,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.467,-34.5,173.5,,
9779,85022022,16/11/1985,10:45,-34.617,173.533,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.533,-34.5,173.5,,
9780,85022023,16/11/1985,11:00,-34.667,173.600,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.600,-34.5,173.5,,
9781,85022024,16/11/1985,11:15,-34.717,173.667,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.667,-34.5,173.5,,
9782,85022025,16/11/1985,12:00,-34.817,173.867,E,1,15.0,126,2,0,4,45,17.8,1030,3,,,,JENK,F,11,spring,173.867,-34.5,173.5,,
9783,85022026,16/11/1985,14:00,-35.100,174.367,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.367,-35.5,174.5,,
9784,85022027,16/11/1985,14:15,-35.167,174.383,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.383,-35.5,174.5,,
9785,85022028,16/11/1985,14:30,-35.217,174.417,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.417,-35.5,174.5,,
9786,85022029,16/11/1985,14:45,-35.283,174.450,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.450,-35.5,174.5,,
9787,85022030,16/11/1985,15:00,-35.333,174.483,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.483,-35.5,174.5,,
9788,85022031,16/11/1985,15:45,-35.500,174.567,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.567,-35.5,174.5,,
9789,85022032,16/11/1985,16:00,-35.567,174.600,E,1,15.0,157,1,0,3,68,20.0,1030,3,,,,JENK,F,11,spring,174.600,-35.5,174.5,,
9790,85023001,20/11/1985,9:30,-36.733,174.833,E,8,0.0,,,,,,,,,,,,JENK,F,11,spring,174.833,-36.5,174.5,,
9791,85023002,20/11/1985,11:00,-36.733,174.833,E,8,0.0,,,,,,,,,,,,JENK,F,11,spring,174.833,-36.5,174.5,,
9792,85023003,20/11/1985,12:30,-36.733,174.833,E,8,0.0,,,,,,,,,,,,JENK,F,11,spring,174.833,-36.5,174.5,,
9793,85023004,20/11/1985,13:30,-36.700,174.867,E,1,13.0,40,,,,,,,,,,,JENK,F,11,spring,174.867,-36.5,174.5,,
9794,85023005,20/11/1985,13:45,-36.667,174.917,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.917,-36.5,174.5,,
9795,85023006,20/11/1985,14:00,-36.617,174.950,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.950,-36.5,174.5,,
9796,85023007,20/11/1985,14:15,-36.583,174.983,E,1,14.0,0,,,,,,,,,,,JENK,F,11,spring,174.983,-36.5,174.5,,
9797,85023008,20/11/1985,14:30,-36.517,174.983,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.983,-36.5,174.5,,
9798,85023009,20/11/1985,15:00,-36.400,174.967,E,1,14.0,347,,,,,,,,,,,JENK,F,11,spring,174.967,-36.5,174.5,,
9799,85023010,20/11/1985,15:15,-36.333,174.950,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.950,-36.5,174.5,,
9800,85023011,20/11/1985,15:30,-36.283,174.933,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.933,-36.5,174.5,,
9801,85023012,20/11/1985,15:45,-36.233,174.900,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.900,-36.5,174.5,,
9802,85023013,20/11/1985,16:00,-36.167,174.900,E,1,14.0,347,2,0,5,0,,997,4,,,,JENK,F,11,spring,174.900,-36.5,174.5,,
9803,85023014,20/11/1985,16:15,-36.117,174.883,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.883,-36.5,174.5,,
9804,85023015,20/11/1985,16:30,-36.050,174.867,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.867,-36.5,174.5,,
9805,85023016,20/11/1985,18:00,-35.717,174.733,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.733,-35.5,174.5,,
9806,85023017,20/11/1985,18:15,-35.667,174.700,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.700,-35.5,174.5,,
9807,85023018,20/11/1985,18:30,-35.617,174.667,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.667,-35.5,174.5,,
9808,85023019,20/11/1985,18:45,-35.567,174.617,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.617,-35.5,174.5,,
9809,85023020,21/11/1985,8:00,-34.967,172.583,E,1,12.0,164,1,0,4,270,16.0,1008,4,18.0,,,JENK,F,11,spring,172.583,-34.5,172.5,,
9810,85023021,21/11/1985,8:30,-35.067,172.600,E,1,,,,,,,,,,,,,JENK,F,11,spring,172.600,-35.5,172.5,,
9811,85023022,21/11/1985,8:45,-35.117,172.633,E,1,,,,,,,,,,,,,JENK,F,11,spring,172.633,-35.5,172.5,,
9812,85023023,21/11/1985,9:00,-35.167,172.650,E,1,,,,,,,,,,,,,JENK,F,11,spring,172.650,-35.5,172.5,,
9813,85023024,21/11/1985,9:15,-35.217,172.667,E,1,,,,,,,,,,,,,JENK,F,11,spring,172.667,-35.5,172.5,,
9814,85023025,21/11/1985,9:45,-35.317,172.700,E,1,,,,,,,,,,,,,JENK,F,11,spring,172.700,-35.5,172.5,,
9815,85023026,21/11/1985,10:00,-35.367,172.733,E,1,,,,,,,,,,,,,JENK,F,11,spring,172.733,-35.5,172.5,,
9816,85023027,21/11/1985,11:15,-35.617,172.833,E,1,,,,,,,,,,,,,JENK,F,11,spring,172.833,-35.5,172.5,,
9817,85023028,21/11/1985,11:30,-35.667,172.867,E,1,,,,,,,,,,,,,JENK,F,11,spring,172.867,-35.5,172.5,,
9818,85023029,21/11/1985,12:00,-35.750,172.917,E,1,,,1,0,5,225,16.8,1009,4,,,,JENK,F,11,spring,172.917,-35.5,172.5,,
9819,85023030,21/11/1985,13:15,-36.033,172.983,E,1,,,,,,,,,,,,,JENK,F,11,spring,172.983,-36.5,172.5,,
9820,85023031,21/11/1985,13:45,-36.117,173.033,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.033,-36.5,173.5,,
9821,85023032,21/11/1985,16:00,-36.517,173.133,E,1,10.5,164,1,0,6,248,15.5,1008,4,,,,JENK,F,11,spring,173.133,-36.5,173.5,,
9822,85023033,21/11/1985,16:30,-36.600,173.133,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.133,-36.5,173.5,,
9823,85023034,21/11/1985,18:15,-36.933,173.217,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.217,-36.5,173.5,,
9824,85023035,21/11/1985,18:30,-36.983,173.250,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.250,-36.5,173.5,,
9825,85023036,21/11/1985,20:00,-37.250,173.300,E,1,10.0,164,1,0,6,225,15.0,1010,4,,,,JENK,F,11,spring,173.300,-37.5,173.5,,
9826,85024001,24/11/1985,10:15,-38.917,174.000,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.000,-38.5,174.5,,
9827,85024002,24/11/1985,10:30,-38.850,173.967,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.967,-38.5,173.5,,
9828,85024003,24/11/1985,10:45,-38.783,173.933,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.933,-38.5,173.5,,
9829,85024004,24/11/1985,11:00,-38.767,173.883,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.883,-38.5,173.5,,
9830,85024005,24/11/1985,11:15,-38.717,173.850,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.850,-38.5,173.5,,
9831,85024006,24/11/1985,11:30,-38.667,173.817,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.817,-38.5,173.5,,
9832,85024007,24/11/1985,12:00,-38.533,173.783,E,1,15.0,344,1,0,4,23,16.2,1001,4,,,,JENK,F,11,spring,173.783,-38.5,173.5,,
9833,85024008,24/11/1985,13:15,-38.250,173.667,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.667,-38.5,173.5,,
9834,85024009,24/11/1985,13:30,-38.183,173.650,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.650,-38.5,173.5,,
9835,85024010,24/11/1985,13:45,-38.117,173.633,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.633,-38.5,173.5,,
9836,85024011,24/11/1985,14:00,-38.067,173.600,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.600,-38.5,173.5,,
9837,85024012,24/11/1985,14:45,-37.883,173.533,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.533,-37.5,173.5,,
9838,85024013,24/11/1985,15:00,-37.817,173.500,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.500,-37.5,173.5,,
9839,85024014,24/11/1985,15:15,-37.767,173.467,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.467,-37.5,173.5,,
9840,85024015,24/11/1985,16:00,-37.600,173.400,E,1,13.0,344,1,0,4,0,17.0,1000,3,,,,JENK,F,11,spring,173.400,-37.5,173.5,,
9841,85024016,24/11/1985,16:15,-37.550,173.383,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.383,-37.5,173.5,,
9842,85024017,24/11/1985,16:30,-37.483,173.350,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.350,-37.5,173.5,,
9843,85024018,24/11/1985,17:45,-37.200,173.267,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.267,-37.5,173.5,,
9844,85024019,24/11/1985,18:00,-37.133,173.233,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.233,-37.5,173.5,,
9845,85024020,24/11/1985,18:15,-37.067,173.217,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.217,-37.5,173.5,,
9846,85024021,24/11/1985,19:15,-36.850,173.150,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.150,-36.5,173.5,,
9847,85024022,24/11/1985,19:30,-36.783,173.133,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.133,-36.5,173.5,,
9848,85024023,24/11/1985,20:00,-36.667,173.100,E,1,15.0,344,1,0,4,0,17.0,1000,3,,,,JENK,F,11,spring,173.100,-36.5,173.5,,
9849,85024024,25/11/1985,8:00,-34.383,173.150,E,1,14.0,126,2,8,6,315,16.0,991,4,,,,JENK,F,11,spring,173.150,-34.5,173.5,,
9850,85024025,25/11/1985,8:30,-34.483,173.317,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.317,-34.5,173.5,,
9851,85024026,25/11/1985,9:15,-34.550,173.433,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.433,-34.5,173.5,,
9852,85024027,25/11/1985,9:30,-34.617,173.533,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.533,-34.5,173.5,,
9853,85024028,25/11/1985,10:00,-34.683,173.650,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.650,-34.5,173.5,,
9854,85024029,25/11/1985,10:30,-34.767,173.767,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.767,-34.5,173.5,,
9855,85024030,25/11/1985,10:45,-34.800,173.800,E,1,,,,,,,,,,,,,JENK,F,11,spring,173.800,-34.5,173.5,,
9856,85024031,25/11/1985,12:00,-35.017,174.217,E,1,15.0,126,1,0,7,315,17.2,995,5,,,,JENK,F,11,spring,174.217,-35.5,174.5,,
9857,85024032,25/11/1985,13:00,-35.200,174.417,E,1,,157,,,,,,,,,,,JENK,F,11,spring,174.417,-35.5,174.5,,
9858,85024033,25/11/1985,13:15,-35.250,174.433,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.433,-35.5,174.5,,
9859,85024034,25/11/1985,13:30,-35.300,174.467,E,1,,,,,8,315,,,,,,,JENK,F,11,spring,174.467,-35.5,174.5,,
9860,85024035,25/11/1985,13:45,-35.350,174.483,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.483,-35.5,174.5,,
9861,85024036,25/11/1985,15:15,-35.700,174.633,E,1,,177,,,,,,,,,,,JENK,F,11,spring,174.633,-35.5,174.5,,
9862,85024037,25/11/1985,15:30,-35.750,174.633,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.633,-35.5,174.5,,
9863,85025001,30/11/1985,16:45,-35.800,174.633,E,1,12.0,357,,,,,,,,,,,JENK,F,11,spring,174.633,-35.5,174.5,,
9864,85025002,30/11/1985,18:00,-35.500,174.567,E,1,13.0,337,,,,,,,,,,,JENK,F,11,spring,174.567,-35.5,174.5,,
9865,85025003,30/11/1985,18:15,-35.450,174.550,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.550,-35.5,174.5,,
9866,85025004,30/11/1985,19:15,-35.233,174.433,E,1,,,,,,,,,,,,,JENK,F,11,spring,174.433,-35.5,174.5,,
9867,85025005,1/12/1985,7:30,-35.250,172.683,E,1,,,,,,,,,,,,,JENK,F,12,summer,172.683,-35.5,172.5,,
9868,85025006,1/12/1985,8:00,-35.433,172.700,E,1,14.0,164,1,0,4,23,18.0,1009,3,19.0,,,JENK,F,12,summer,172.700,-35.5,172.5,,
9869,85025007,1/12/1985,8:30,-35.517,172.750,E,1,,,,,,,,,,,,,JENK,F,12,summer,172.750,-35.5,172.5,,
9870,85025008,1/12/1985,9:00,-35.617,172.783,E,1,,,,,,,,,,,,,JENK,F,12,summer,172.783,-35.5,172.5,,
9871,85025009,1/12/1985,9:30,-35.733,172.833,E,1,,,,,,,,,,,,,JENK,F,12,summer,172.833,-35.5,172.5,,
9872,85025010,1/12/1985,9:45,-35.783,172.867,E,1,,,,,,,,,,,,,JENK,F,12,summer,172.867,-35.5,172.5,,
9873,85025011,1/12/1985,10:30,-35.967,172.933,E,1,,,,,,,,,,,,,JENK,F,12,summer,172.933,-35.5,172.5,,
9874,85025012,1/12/1985,10:45,-36.033,172.950,E,1,,,,,,,,,,,,,JENK,F,12,summer,172.950,-36.5,172.5,,
9875,85025013,1/12/1985,11:00,-36.083,172.967,E,1,,,,,,,,,,,,,JENK,F,12,summer,172.967,-36.5,172.5,,
9876,85025014,1/12/1985,11:15,-36.133,172.983,E,1,,,,,,,,,,,,,JENK,F,12,summer,172.983,-36.5,172.5,,
